date,avgprice
2015-02-01,1.1
2015-01-25,1.17
2015-01-18,1.28
2015-01-11,1.29
2015-01-04,1.15
2015-12-27,1.36
2015-12-20,1.36
2015-12-13,1.32
2015-12-06,1.17
2015-11-29,1.41
2015-11-22,1.38
2015-11-15,1.21
2015-11-08,1.23
2015-11-01,1.16
2015-10-25,1.26
2015-10-18,1.26
2015-10-11,1.32
2015-10-04,1.34
2015-09-27,1.16
2015-09-20,1.44
2015-09-13,1.44
2015-09-06,1.36
2015-08-30,1.2
2015-08-23,1.44
2015-08-16,1.42
2015-08-09,1.35
2015-08-02,1.48
2015-07-26,1.23
2015-07-19,1.38
2015-07-12,1.25
2015-07-05,1.45
2015-06-28,1.39
2015-06-21,1.4
2015-06-14,1.35
2015-06-07,1.22
2015-05-31,1.36
2015-05-24,1.35
2015-05-17,1.44
2015-05-10,1.34
2015-05-03,1.4
2015-04-26,1.4
2015-04-19,1.4
2015-04-12,1.36
2015-04-05,1.38
2015-03-29,1.29
2015-03-22,1.33
2015-03-15,1.36
2015-03-08,1.28
2015-03-01,1.32
2015-02-22,1.33
2015-02-15,1.35
2015-02-08,1.25
2015-02-01,1.26
2015-01-25,1.37
2015-01-18,1.4
2015-01-11,1.45
2015-01-04,1.33
2015-12-27,0.97
2015-12-20,1.15
2015-12-13,0.96
2015-12-06,1.17
2015-11-29,0.96
2015-11-22,0.97
2015-11-15,1.22
2015-11-08,1.21
2015-11-01,0.97
2015-10-25,1.12
2015-10-18,1.11
2015-10-11,0.88
2015-10-04,0.89
2015-09-27,1.13
2015-09-20,0.88
2015-09-13,1.1
2015-09-06,0.91
2015-08-30,1.2
2015-08-23,1.17
2015-08-16,1.17
2015-08-09,0.97
2015-08-02,1.18
2015-07-26,1.16
2015-07-19,0.97
2015-07-12,1.17
2015-07-05,0.95
2015-06-28,1.11
2015-06-21,0.95
2015-06-14,1.17
2015-06-07,0.97
2015-05-31,1.22
2015-05-24,0.99
2015-05-17,1.18
2015-05-10,1.21
2015-05-03,0.97
2015-04-26,1.19
2015-04-19,1.16
2015-04-12,0.99
2015-04-05,1.09
2015-03-29,1.2
2015-03-22,0.97
2015-03-15,1.25
2015-03-08,1.22
2015-03-01,1.0
2015-02-22,1.12
2015-02-15,1.21
2015-02-08,1.19
2015-02-01,0.92
2015-01-25,1.21
2015-01-18,1.27
2015-01-11,1.24
2015-01-04,0.97
2015-12-27,0.95
2015-12-20,0.98
2015-12-13,0.93
2015-12-06,0.89
2015-11-29,0.99
2015-11-22,0.96
2015-11-15,0.92
2015-11-08,0.97
2015-11-01,0.97
2015-10-25,1.04
2015-10-18,0.99
2015-10-11,1.0
2015-10-04,1.02
2015-09-27,1.03
2015-09-20,1.02
2015-09-13,1.03
2015-09-06,1.02
2015-08-30,1.07
2015-08-23,1.08
2015-08-16,1.05
2015-08-09,1.05
2015-08-02,1.09
2015-07-26,1.07
2015-07-19,1.07
2015-07-12,1.07
2015-07-05,1.04
2015-06-28,1.06
2015-06-21,1.02
2015-06-14,0.98
2015-06-07,1.0
2015-05-31,1.03
2015-05-24,1.04
2015-05-17,1.06
2015-05-10,1.02
2015-05-03,0.96
2015-04-26,1.07
2015-04-19,1.03
2015-04-12,1.02
2015-04-05,1.06
2015-03-29,1.04
2015-03-22,1.01
2015-03-15,1.04
2015-03-08,1.02
2015-03-01,0.97
2015-02-22,1.02
2015-02-15,1.03
2015-02-08,0.95
2015-02-01,0.89
2015-01-25,1.04
2015-01-18,1.03
2015-01-11,1.01
2015-01-04,0.95
2015-12-27,0.83
2015-12-20,0.88
2015-12-13,0.85
2015-12-06,0.75
2015-11-29,0.99
2015-11-22,0.92
2015-11-15,0.83
2015-11-08,0.88
2015-11-01,0.9
2015-10-25,0.95
2015-10-18,0.89
2015-10-11,0.91
2015-10-04,1.0
2015-09-27,0.97
2015-09-20,0.92
2015-09-13,0.92
2015-09-06,0.93
2015-08-30,1.03
2015-08-23,1.04
2015-08-16,0.98
2015-08-09,1.01
2015-08-02,1.02
2015-07-26,1.07
2015-07-19,1.04
2015-07-12,1.01
2015-07-05,0.98
2015-06-28,1.03
2015-06-21,0.93
2015-06-14,0.92
2015-06-07,0.92
2015-05-31,0.93
2015-05-24,0.93
2015-05-17,0.98
2015-05-10,0.94
2015-05-03,0.89
2015-04-26,0.9
2015-04-19,0.88
2015-04-12,0.98
2015-04-05,0.95
2015-03-29,0.93
2015-03-22,0.99
2015-03-15,0.94
2015-03-08,0.99
2015-03-01,0.95
2015-02-22,0.95
2015-02-15,0.98
2015-02-08,0.89
2015-02-01,0.84
2015-01-25,0.94
2015-01-18,0.96
2015-01-11,0.95
2015-01-04,0.89
2015-12-27,0.71
2015-12-20,0.83
2015-12-13,0.78
2015-12-06,0.74
2015-11-29,0.81
2015-11-22,0.78
2015-11-15,0.71
2015-11-08,0.76
2015-11-01,0.8
2015-10-25,0.82
2015-10-18,0.81
2015-10-11,0.89
2015-10-04,0.85
2015-09-27,0.79
2015-09-20,0.78
2015-09-13,0.75
2015-09-06,0.8
2015-08-30,0.82
2015-08-23,0.8
2015-08-16,0.77
2015-08-09,0.74
2015-08-02,0.79
2015-07-26,0.81
2015-07-19,0.76
2015-07-12,0.77
2015-07-05,0.78
2015-06-28,0.71
2015-06-21,0.74
2015-06-14,0.7
2015-06-07,0.68
2015-05-31,0.74
2015-05-24,0.75
2015-05-17,0.7
2015-05-10,0.71
2015-05-03,0.74
2015-04-26,0.74
2015-04-19,0.7
2015-04-12,0.76
2015-04-05,0.76
2015-03-29,0.74
2015-03-22,0.85
2015-03-15,0.75
2015-03-08,0.73
2015-03-01,0.84
2015-02-22,0.85
2015-02-15,0.78
2015-02-08,0.72
2015-02-01,0.71
2015-01-25,0.8
2015-01-18,0.8
2015-01-11,0.92
2015-01-04,0.75
2015-12-27,1.83
2015-12-20,1.89
2015-12-13,1.85
2015-12-06,1.84
2015-11-29,1.94
2015-11-22,1.94
2015-11-15,1.89
2015-11-08,1.88
2015-11-01,1.88
2015-10-25,1.83
2015-10-18,1.97
2015-10-11,1.9
2015-10-04,1.98
2015-09-27,1.98
2015-09-20,1.98
2015-09-13,1.99
2015-09-06,1.86
2015-08-30,1.88
2015-08-23,1.87
2015-08-16,2.0
2015-08-09,1.88
2015-08-02,2.0
2015-07-26,2.01
2015-07-19,2.08
2015-07-12,2.01
2015-07-05,2.04
2015-06-28,2.02
2015-06-21,2.09
2015-06-14,2.03
2015-06-07,1.93
2015-05-31,1.9
2015-05-24,1.93
2015-05-17,1.87
2015-05-10,1.98
2015-05-03,2.03
2015-04-26,1.9
2015-04-19,1.96
2015-04-12,1.76
2015-04-05,1.93
2015-03-29,1.93
2015-03-22,1.86
2015-03-15,1.79
2015-03-08,1.79
2015-03-01,1.76
2015-02-22,1.82
2015-02-15,1.81
2015-02-08,1.59
2015-02-01,1.83
2015-01-25,1.89
2015-01-18,1.93
2015-01-11,1.77
2015-01-04,1.79
2015-12-27,1.84
2015-12-20,1.89
2015-12-13,1.78
2015-12-06,1.48
2015-11-29,1.37
2015-11-22,1.88
2015-11-15,1.85
2015-11-08,1.74
2015-11-01,1.79
2015-10-25,1.87
2015-10-18,1.94
2015-10-11,1.75
2015-10-04,1.79
2015-09-27,2.01
2015-09-20,2.04
2015-09-13,2.0
2015-09-06,1.98
2015-08-30,1.53
2015-08-23,1.52
2015-08-16,1.83
2015-08-09,2.01
2015-08-02,1.8
2015-07-26,1.56
2015-07-19,1.29
2015-07-12,1.6
2015-07-05,1.5
2015-06-28,1.39
2015-06-21,1.83
2015-06-14,1.85
2015-06-07,1.74
2015-05-31,1.84
2015-05-24,1.74
2015-05-17,1.78
2015-05-10,1.82
2015-05-03,2.03
2015-04-26,2.01
2015-04-19,1.63
2015-04-12,1.79
2015-04-05,1.74
2015-03-29,1.88
2015-03-22,1.62
2015-03-15,1.19
2015-03-08,1.22
2015-03-01,1.22
2015-02-22,1.38
2015-02-15,1.46
2015-02-08,1.29
2015-02-01,1.44
2015-01-25,1.87
2015-01-18,1.86
2015-01-11,1.84
2015-01-04,1.76
2015-12-27,1.51
2015-12-20,1.67
2015-12-13,1.72
2015-12-06,1.46
2015-11-29,1.32
2015-11-22,1.39
2015-11-15,1.64
2015-11-08,1.65
2015-11-01,1.6
2015-10-25,1.59
2015-10-18,1.54
2015-10-11,1.53
2015-10-04,1.63
2015-09-27,1.7
2015-09-20,1.35
2015-09-13,1.6
2015-09-06,1.58
2015-08-30,1.6
2015-08-23,1.72
2015-08-16,1.75
2015-08-09,1.66
2015-08-02,1.72
2015-07-26,1.72
2015-07-19,1.81
2015-07-12,1.7
2015-07-05,1.69
2015-06-28,1.7
2015-06-21,1.69
2015-06-14,1.61
2015-06-07,1.71
2015-05-31,1.69
2015-05-24,1.69
2015-05-17,1.42
2015-05-10,1.7
2015-05-03,1.66
2015-04-26,1.7
2015-04-19,1.64
2015-04-12,1.66
2015-04-05,1.63
2015-03-29,1.63
2015-03-22,1.25
2015-03-15,1.59
2015-03-08,1.56
2015-03-01,1.58
2015-02-22,1.19
2015-02-15,1.56
2015-02-08,1.43
2015-02-01,1.15
2015-01-25,1.41
2015-01-18,1.41
2015-01-11,1.22
2015-01-04,1.29
2015-12-27,0.91
2015-12-20,1.17
2015-12-13,0.87
2015-12-06,1.36
2015-11-29,1.34
2015-11-22,1.54
2015-11-15,1.78
2015-11-08,1.5
2015-11-01,1.16
2015-10-25,1.95
2015-10-18,2.05
2015-10-11,1.95
2015-10-04,1.83
2015-09-27,2.02
2015-09-20,1.93
2015-09-13,2.28
2015-09-06,2.35
2015-08-30,1.47
2015-08-23,2.29
2015-08-16,1.69
2015-08-09,1.91
2015-08-02,2.15
2015-07-26,2.08
2015-07-19,1.45
2015-07-12,2.05
2015-07-05,2.18
2015-06-28,1.58
2015-06-21,1.49
2015-06-14,2.18
2015-06-07,2.24
2015-05-31,1.54
2015-05-24,1.97
2015-05-17,1.92
2015-05-10,1.71
2015-05-03,1.55
2015-04-26,1.36
2015-04-19,1.69
2015-04-12,1.41
2015-04-05,1.83
2015-03-29,1.52
2015-03-22,1.51
2015-03-15,1.63
2015-03-08,1.5
2015-03-01,1.68
2015-02-22,1.75
2015-02-15,1.62
2015-02-08,1.35
2015-02-01,1.43
2015-01-25,1.82
2015-01-18,1.44
2015-01-11,1.44
2015-01-04,1.64
2015-12-27,1.48
2015-12-20,1.41
2015-12-13,1.55
2015-12-06,1.29
2015-11-29,1.28
2015-11-22,1.27
2015-11-15,1.15
2015-11-08,1.22
2015-11-01,1.3
2015-10-25,1.27
2015-10-18,1.26
2015-10-11,1.26
2015-10-04,1.28
2015-09-27,2.0
2015-09-20,2.01
2015-09-13,2.0
2015-09-06,1.97
2015-08-30,2.03
2015-08-23,2.0
2015-08-16,2.09
2015-08-09,2.02
2015-08-02,2.12
2015-07-26,2.02
2015-07-19,2.05
2015-07-12,2.19
2015-07-05,2.13
2015-06-28,2.03
2015-06-21,2.06
2015-06-14,2.03
2015-06-07,2.0
2015-05-31,1.94
2015-05-24,1.94
2015-05-17,1.91
2015-05-10,2.02
2015-05-03,1.82
2015-04-26,1.86
2015-04-19,1.94
2015-04-12,1.86
2015-04-05,1.91
2015-03-29,1.98
2015-03-22,1.94
2015-03-15,1.99
2015-03-08,1.91
2015-03-01,1.85
2015-02-22,1.74
2015-02-15,1.91
2015-02-08,1.91
2015-02-01,1.78
2015-01-25,2.01
2015-01-18,2.0
2015-01-11,1.94
2015-01-04,1.83
2015-12-27,1.47
2015-12-20,1.5
2015-12-13,1.45
2015-12-06,1.57
2015-11-29,1.6
2015-11-22,1.57
2015-11-15,1.59
2015-11-08,1.55
2015-11-01,1.55
2015-10-25,1.55
2015-10-18,1.57
2015-10-11,1.52
2015-10-04,1.55
2015-09-27,1.58
2015-09-20,1.56
2015-09-13,1.55
2015-09-06,1.53
2015-08-30,1.62
2015-08-23,1.57
2015-08-16,1.89
2015-08-09,1.6
2015-08-02,1.86
2015-07-26,1.87
2015-07-19,1.91
2015-07-12,2.02
2015-07-05,1.91
2015-06-28,1.83
2015-06-21,1.9
2015-06-14,1.83
2015-06-07,1.8
2015-05-31,1.79
2015-05-24,1.8
2015-05-17,1.79
2015-05-10,1.85
2015-05-03,1.81
2015-04-26,1.84
2015-04-19,1.83
2015-04-12,1.79
2015-04-05,1.8
2015-03-29,1.83
2015-03-22,1.93
2015-03-15,1.79
2015-03-08,1.56
2015-03-01,1.55
2015-02-22,1.53
2015-02-15,1.65
2015-02-08,1.54
2015-02-01,1.55
2015-01-25,1.6
2015-01-18,1.64
2015-01-11,1.59
2015-01-04,1.73
2015-12-27,1.45
2015-12-20,1.35
2015-12-13,1.39
2015-12-06,1.48
2015-11-29,1.75
2015-11-22,1.6
2015-11-15,1.59
2015-11-08,1.66
2015-11-01,1.6
2015-10-25,1.64
2015-10-18,2.01
2015-10-11,2.07
2015-10-04,2.0
2015-09-27,1.85
2015-09-20,1.92
2015-09-13,1.97
2015-09-06,1.99
2015-08-30,1.98
2015-08-23,1.85
2015-08-16,1.96
2015-08-09,2.03
2015-08-02,1.99
2015-07-26,1.93
2015-07-19,1.89
2015-07-12,1.8
2015-07-05,1.67
2015-06-28,1.67
2015-06-21,1.69
2015-06-14,1.68
2015-06-07,1.67
2015-05-31,1.5
2015-05-24,1.5
2015-05-17,1.49
2015-05-10,1.4
2015-05-03,1.48
2015-04-26,1.5
2015-04-19,1.52
2015-04-12,1.5
2015-04-05,1.52
2015-03-29,1.53
2015-03-22,1.3
2015-03-15,1.52
2015-03-08,1.48
2015-03-01,1.15
2015-02-22,1.41
2015-02-15,1.52
2015-02-08,1.35
2015-02-01,1.11
2015-01-25,1.3
2015-01-18,1.24
2015-01-11,1.1
2015-01-04,1.24
2015-12-27,1.9
2015-12-20,1.9
2015-12-13,1.9
2015-12-06,1.95
2015-11-29,1.96
2015-11-22,1.97
2015-11-15,1.94
2015-11-08,1.91
2015-11-01,1.92
2015-10-25,1.93
2015-10-18,1.97
2015-10-11,1.94
2015-10-04,2.06
2015-09-27,2.16
2015-09-20,1.97
2015-09-13,2.02
2015-09-06,2.01
2015-08-30,2.01
2015-08-23,2.06
2015-08-16,2.04
2015-08-09,1.98
2015-08-02,2.11
2015-07-26,2.08
2015-07-19,2.05
2015-07-12,2.13
2015-07-05,2.16
2015-06-28,2.15
2015-06-21,2.19
2015-06-14,2.06
2015-06-07,2.02
2015-05-31,2.14
2015-05-24,2.07
2015-05-17,1.26
2015-05-10,2.05
2015-05-03,1.8
2015-04-26,2.18
2015-04-19,2.06
2015-04-12,2.12
2015-04-05,2.08
2015-03-29,1.96
2015-03-22,1.9
2015-03-15,1.87
2015-03-08,1.84
2015-03-01,1.9
2015-02-22,1.9
2015-02-15,1.92
2015-02-08,1.87
2015-02-01,1.93
2015-01-25,2.29
2015-01-18,2.15
2015-01-11,2.29
2015-01-04,2.13
2015-12-27,1.58
2015-12-20,1.58
2015-12-13,1.59
2015-12-06,1.59
2015-11-29,1.59
2015-11-22,1.57
2015-11-15,1.58
2015-11-08,1.59
2015-11-01,1.6
2015-10-25,1.61
2015-10-18,1.79
2015-10-11,1.69
2015-10-04,1.78
2015-09-27,1.67
2015-09-20,1.6
2015-09-13,1.61
2015-09-06,1.61
2015-08-30,1.6
2015-08-23,1.61
2015-08-16,1.62
2015-08-09,1.62
2015-08-02,1.59
2015-07-26,1.62
2015-07-19,1.65
2015-07-12,1.66
2015-07-05,1.67
2015-06-28,1.68
2015-06-21,1.82
2015-06-14,1.87
2015-06-07,1.85
2015-05-31,1.85
2015-05-24,1.86
2015-05-17,1.57
2015-05-10,1.47
2015-05-03,1.51
2015-04-26,1.51
2015-04-19,1.55
2015-04-12,1.3
2015-04-05,1.65
2015-03-29,1.66
2015-03-22,1.67
2015-03-15,1.64
2015-03-08,1.62
2015-03-01,1.82
2015-02-22,1.83
2015-02-15,1.81
2015-02-08,1.78
2015-02-01,1.52
2015-01-25,1.83
2015-01-18,1.81
2015-01-11,1.79
2015-01-04,1.49
2015-12-27,1.43
2015-12-20,1.47
2015-12-13,1.32
2015-12-06,1.48
2015-11-29,1.5
2015-11-22,1.36
2015-11-15,1.2
2015-11-08,1.3
2015-11-01,1.61
2015-10-25,1.56
2015-10-18,1.5
2015-10-11,1.66
2015-10-04,1.54
2015-09-27,1.46
2015-09-20,1.58
2015-09-13,1.59
2015-09-06,1.62
2015-08-30,1.56
2015-08-23,1.58
2015-08-16,1.66
2015-08-09,1.59
2015-08-02,1.62
2015-07-26,1.63
2015-07-19,1.66
2015-07-12,1.56
2015-07-05,1.59
2015-06-28,1.49
2015-06-21,1.39
2015-06-14,1.34
2015-06-07,1.46
2015-05-31,1.47
2015-05-24,1.48
2015-05-17,1.27
2015-05-10,1.43
2015-05-03,1.42
2015-04-26,1.36
2015-04-19,1.46
2015-04-12,1.49
2015-04-05,1.22
2015-03-29,1.27
2015-03-22,1.25
2015-03-15,1.22
2015-03-08,1.17
2015-03-01,1.24
2015-02-22,1.23
2015-02-15,1.22
2015-02-08,1.24
2015-02-01,1.19
2015-01-25,1.26
2015-01-18,1.37
2015-01-11,1.32
2015-01-04,1.34
2015-12-27,1.53
2015-12-20,1.67
2015-12-13,1.59
2015-12-06,1.52
2015-11-29,1.48
2015-11-22,1.48
2015-11-15,1.48
2015-11-08,1.4
2015-11-01,1.47
2015-10-25,1.44
2015-10-18,1.36
2015-10-11,1.27
2015-10-04,1.49
2015-09-27,1.67
2015-09-20,1.82
2015-09-13,1.74
2015-09-06,1.64
2015-08-30,1.48
2015-08-23,1.66
2015-08-16,2.08
2015-08-09,1.98
2015-08-02,1.8
2015-07-26,1.31
2015-07-19,1.46
2015-07-12,1.01
2015-07-05,1.31
2015-06-28,1.35
2015-06-21,1.35
2015-06-14,1.5
2015-06-07,1.21
2015-05-31,1.49
2015-05-24,1.51
2015-05-17,1.21
2015-05-10,0.81
2015-05-03,0.89
2015-04-26,1.57
2015-04-19,1.47
2015-04-12,1.66
2015-04-05,1.38
2015-03-29,1.79
2015-03-22,1.91
2015-03-15,1.65
2015-03-08,1.84
2015-03-01,1.86
2015-02-22,1.79
2015-02-15,1.64
2015-02-08,1.78
2015-02-01,1.63
2015-01-25,1.67
2015-01-18,1.84
2015-01-11,1.68
2015-01-04,1.44
2015-12-27,1.33
2015-12-20,1.38
2015-12-13,1.43
2015-12-06,1.48
2015-11-29,1.46
2015-11-22,1.46
2015-11-15,1.36
2015-11-08,1.46
2015-11-01,1.41
2015-10-25,1.48
2015-10-18,1.39
2015-10-11,1.48
2015-10-04,1.49
2015-09-27,1.48
2015-09-20,1.47
2015-09-13,1.48
2015-09-06,1.46
2015-08-30,1.36
2015-08-23,1.36
2015-08-16,1.45
2015-08-09,1.4
2015-08-02,1.31
2015-07-26,1.14
2015-07-19,1.29
2015-07-12,1.27
2015-07-05,1.3
2015-06-28,1.33
2015-06-21,1.37
2015-06-14,1.35
2015-06-07,1.35
2015-05-31,1.38
2015-05-24,1.36
2015-05-17,1.35
2015-05-10,1.39
2015-05-03,1.37
2015-04-26,1.34
2015-04-19,1.35
2015-04-12,1.39
2015-04-05,1.36
2015-03-29,1.36
2015-03-22,1.29
2015-03-15,1.34
2015-03-08,1.39
2015-03-01,1.29
2015-02-22,1.38
2015-02-15,1.41
2015-02-08,1.35
2015-02-01,1.24
2015-01-25,1.34
2015-01-18,1.28
2015-01-11,1.35
2015-01-04,1.35
2015-12-27,1.43
2015-12-20,1.35
2015-12-13,1.36
2015-12-06,0.92
2015-11-29,0.88
2015-11-22,1.39
2015-11-15,1.33
2015-11-08,1.14
2015-11-01,1.26
2015-10-25,1.27
2015-10-18,1.3
2015-10-11,1.28
2015-10-04,1.25
2015-09-27,1.35
2015-09-20,1.36
2015-09-13,1.36
2015-09-06,1.43
2015-08-30,1.45
2015-08-23,1.46
2015-08-16,1.45
2015-08-09,1.44
2015-08-02,1.43
2015-07-26,1.43
2015-07-19,1.45
2015-07-12,1.44
2015-07-05,1.42
2015-06-28,1.44
2015-06-21,1.43
2015-06-14,1.44
2015-06-07,1.44
2015-05-31,1.43
2015-05-24,1.43
2015-05-17,1.22
2015-05-10,1.23
2015-05-03,1.03
2015-04-26,1.03
2015-04-19,1.44
2015-04-12,1.42
2015-04-05,1.42
2015-03-29,1.44
2015-03-22,1.39
2015-03-15,1.12
2015-03-08,1.09
2015-03-01,1.27
2015-02-22,1.4
2015-02-15,1.44
2015-02-08,1.4
2015-02-01,1.29
2015-01-25,1.33
2015-01-18,1.1
2015-01-11,1.28
2015-01-04,1.42
2015-12-27,1.61
2015-12-20,1.8
2015-12-13,1.53
2015-12-06,1.8
2015-11-29,1.81
2015-11-22,1.84
2015-11-15,1.84
2015-11-08,1.74
2015-11-01,1.85
2015-10-25,1.8
2015-10-18,1.65
2015-10-11,1.61
2015-10-04,1.81
2015-09-27,1.71
2015-09-20,1.86
2015-09-13,1.81
2015-09-06,1.47
2015-08-30,1.32
2015-08-23,1.43
2015-08-16,1.74
2015-08-09,1.85
2015-08-02,1.66
2015-07-26,1.28
2015-07-19,1.24
2015-07-12,1.01
2015-07-05,1.47
2015-06-28,1.56
2015-06-21,1.64
2015-06-14,1.37
2015-06-07,1.28
2015-05-31,1.55
2015-05-24,1.61
2015-05-17,1.34
2015-05-10,1.09
2015-05-03,1.37
2015-04-26,1.63
2015-04-19,1.59
2015-04-12,1.72
2015-04-05,1.51
2015-03-29,1.74
2015-03-22,1.78
2015-03-15,1.49
2015-03-08,1.83
2015-03-01,1.92
2015-02-22,1.85
2015-02-15,1.82
2015-02-08,1.86
2015-02-01,1.55
2015-01-25,1.62
2015-01-18,1.9
2015-01-11,1.87
2015-01-04,1.7
2015-12-27,1.67
2015-12-20,1.66
2015-12-13,1.55
2015-12-06,1.64
2015-11-29,1.66
2015-11-22,1.66
2015-11-15,1.65
2015-11-08,1.64
2015-11-01,1.6
2015-10-25,1.57
2015-10-18,1.61
2015-10-11,1.74
2015-10-04,1.69
2015-09-27,1.68
2015-09-20,1.69
2015-09-13,1.68
2015-09-06,1.68
2015-08-30,1.68
2015-08-23,1.49
2015-08-16,1.64
2015-08-09,1.76
2015-08-02,1.63
2015-07-26,1.86
2015-07-19,1.9
2015-07-12,1.86
2015-07-05,1.84
2015-06-28,1.92
2015-06-21,1.93
2015-06-14,1.8
2015-06-07,1.7
2015-05-31,1.85
2015-05-24,1.83
2015-05-17,1.85
2015-05-10,1.22
2015-05-03,1.61
2015-04-26,1.79
2015-04-19,1.59
2015-04-12,1.86
2015-04-05,1.83
2015-03-29,1.87
2015-03-22,2.01
2015-03-15,1.87
2015-03-08,1.78
2015-03-01,1.84
2015-02-22,1.89
2015-02-15,1.88
2015-02-08,1.79
2015-02-01,1.98
2015-01-25,2.01
2015-01-18,1.88
2015-01-11,1.87
2015-01-04,1.6
2015-12-27,1.49
2015-12-20,1.55
2015-12-13,1.53
2015-12-06,1.6
2015-11-29,1.61
2015-11-22,1.57
2015-11-15,1.54
2015-11-08,1.54
2015-11-01,1.59
2015-10-25,1.58
2015-10-18,1.6
2015-10-11,1.6
2015-10-04,1.67
2015-09-27,1.66
2015-09-20,1.68
2015-09-13,1.67
2015-09-06,1.61
2015-08-30,1.56
2015-08-23,1.59
2015-08-16,1.72
2015-08-09,1.7
2015-08-02,1.64
2015-07-26,1.5
2015-07-19,1.48
2015-07-12,1.4
2015-07-05,1.54
2015-06-28,1.59
2015-06-21,1.62
2015-06-14,1.58
2015-06-07,1.55
2015-05-31,1.65
2015-05-24,1.66
2015-05-17,1.44
2015-05-10,1.13
2015-05-03,1.22
2015-04-26,1.55
2015-04-19,1.57
2015-04-12,1.42
2015-04-05,1.51
2015-03-29,1.62
2015-03-22,1.63
2015-03-15,1.55
2015-03-08,1.6
2015-03-01,1.69
2015-02-22,1.68
2015-02-15,1.65
2015-02-08,1.64
2015-02-01,1.53
2015-01-25,1.63
2015-01-18,1.73
2015-01-11,1.69
2015-01-04,1.54
2015-12-27,1.45
2015-12-20,2.09
2015-12-13,2.0
2015-12-06,1.3
2015-11-29,1.4
2015-11-22,1.47
2015-11-15,1.92
2015-11-08,1.99
2015-11-01,2.02
2015-10-25,1.79
2015-10-18,1.48
2015-10-11,1.49
2015-10-04,2.02
2015-09-27,2.24
2015-09-20,1.94
2015-09-13,1.84
2015-09-06,1.68
2015-08-30,1.73
2015-08-23,1.7
2015-08-16,1.88
2015-08-09,1.69
2015-08-02,1.96
2015-07-26,2.06
2015-07-19,1.92
2015-07-12,1.92
2015-07-05,2.01
2015-06-28,1.85
2015-06-21,1.9
2015-06-14,1.83
2015-06-07,1.84
2015-05-31,1.83
2015-05-24,1.84
2015-05-17,1.88
2015-05-10,1.78
2015-05-03,1.84
2015-04-26,1.81
2015-04-19,1.88
2015-04-12,1.79
2015-04-05,1.75
2015-03-29,1.79
2015-03-22,2.09
2015-03-15,1.72
2015-03-08,1.6
2015-03-01,1.74
2015-02-22,1.68
2015-02-15,1.65
2015-02-08,1.67
2015-02-01,1.65
2015-01-25,1.8
2015-01-18,1.94
2015-01-11,1.65
2015-01-04,1.68
2015-12-27,2.32
2015-12-20,2.24
2015-12-13,2.34
2015-12-06,2.16
2015-11-29,2.33
2015-11-22,2.31
2015-11-15,2.23
2015-11-08,2.14
2015-11-01,1.96
2015-10-25,1.98
2015-10-18,2.18
2015-10-11,2.27
2015-10-04,2.3
2015-09-27,2.41
2015-09-20,2.31
2015-09-13,2.36
2015-09-06,2.37
2015-08-30,2.33
2015-08-23,2.31
2015-08-16,2.39
2015-08-09,2.31
2015-08-02,2.42
2015-07-26,2.39
2015-07-19,2.45
2015-07-12,2.38
2015-07-05,2.4
2015-06-28,2.31
2015-06-21,2.4
2015-06-14,2.25
2015-06-07,2.34
2015-05-31,2.24
2015-05-24,2.36
2015-05-17,2.3
2015-05-10,2.31
2015-05-03,1.55
2015-04-26,2.24
2015-04-19,2.27
2015-04-12,2.16
2015-04-05,2.18
2015-03-29,2.27
2015-03-22,2.18
2015-03-15,2.26
2015-03-08,2.18
2015-03-01,2.17
2015-02-22,2.38
2015-02-15,2.13
2015-02-08,2.37
2015-02-01,1.54
2015-01-25,2.21
2015-01-18,2.35
2015-01-11,2.28
2015-01-04,2.32
2015-12-27,1.31
2015-12-20,1.27
2015-12-13,1.35
2015-12-06,1.49
2015-11-29,1.51
2015-11-22,1.5
2015-11-15,1.5
2015-11-08,1.44
2015-11-01,1.49
2015-10-25,1.48
2015-10-18,1.48
2015-10-11,1.48
2015-10-04,1.48
2015-09-27,1.47
2015-09-20,1.47
2015-09-13,1.41
2015-09-06,1.36
2015-08-30,1.22
2015-08-23,1.26
2015-08-16,1.35
2015-08-09,1.29
2015-08-02,1.17
2015-07-26,1.19
2015-07-19,1.21
2015-07-12,1.17
2015-07-05,1.17
2015-06-28,1.21
2015-06-21,1.22
2015-06-14,1.21
2015-06-07,1.19
2015-05-31,1.23
2015-05-24,1.26
2015-05-17,1.25
2015-05-10,1.28
2015-05-03,1.26
2015-04-26,1.26
2015-04-19,1.26
2015-04-12,1.26
2015-04-05,1.25
2015-03-29,1.24
2015-03-22,1.24
2015-03-15,1.27
2015-03-08,1.31
2015-03-01,1.2
2015-02-22,1.26
2015-02-15,1.29
2015-02-08,1.25
2015-02-01,1.15
2015-01-25,1.24
2015-01-18,1.2
2015-01-11,1.26
2015-01-04,1.22
2015-12-27,1.49
2015-12-20,1.61
2015-12-13,1.35
2015-12-06,1.31
2015-11-29,1.52
2015-11-22,1.57
2015-11-15,1.54
2015-11-08,1.57
2015-11-01,1.55
2015-10-25,1.62
2015-10-18,1.46
2015-10-11,1.4
2015-10-04,1.53
2015-09-27,1.66
2015-09-20,1.7
2015-09-13,1.64
2015-09-06,1.62
2015-08-30,1.66
2015-08-23,1.69
